"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"1625",1624,1579,"Qi Jinxing","$1.9 B",60,"China","real estate","Real Estate",NA
"1626",1625,1579,"Larry Robbins","$1.9 B",52,"United States","hedge funds","Finance & Investments",NA
"1627",1626,1579,"Dwight Schar","$1.9 B",80,"United States","homebuilding, NFL team","Construction & Engineering",NA
"1628",1627,1579,"Shi Yifeng","$1.9 B",48,"China","medical cosmetics","Healthcare",NA
"1629",1628,1579,"Sun Hongjun","$1.9 B",48,"China","semiconductors","Technology",NA
"1630",1629,1579,"Anand Surana","$1.9 B",51,"India","pharmaceuticals","Healthcare",NA
"1631",1630,1579,"Dilip Surana","$1.9 B",56,"India","pharmaceuticals","Healthcare",NA
"1632",1631,1579,"Djoko Susanto","$1.9 B",72,"Indonesia","supermarkets","Fashion & Retail",NA
"1633",1632,1579,"Sze Man Bok","$1.9 B",72,"China","hygiene products","Manufacturing",NA
"1634",1633,1579,"Alain Taravella","$1.9 B",74,"France","real estate development","Real Estate",NA
"1635",1634,1579,"Martin Viessmann","$1.9 B",68,"Germany","heating and cooling equipment","Manufacturing",NA
"1636",1635,1579,"Georg von Opel","$1.9 B",55,"Switzerland","real estate, investments","Finance & Investments",NA
"1637",1636,1579,"Changtian Wang","$1.9 B",56,"China","TV, movie production","Media & Entertainment",NA
"1638",1637,1579,"Wang Chaobin","$1.9 B",66,"China","real estate","Real Estate",NA
"1639",1638,1579,"Wang Chou-hsiong","$1.9 B",81,"Taiwan","footwear","Manufacturing",NA
"1640",1639,1579,"Wang Xiaoshen","$1.9 B",53,"China","lithium","Manufacturing",NA
"1641",1640,1579,"Wei Yin-Heng","$1.9 B",63,"Taiwan","food, beverages","Food & Beverage",NA
"1642",1641,1579,"Xue Xiangdong & family","$1.9 B",63,"China","software","Technology",NA
"1643",1642,1579,"Yuan Fugen & family","$1.9 B",71,"China","metal processing","Manufacturing",NA
"1644",1643,1579,"David Zalik","$1.9 B",48,"United States","financial technology","Technology",NA
"1645",1644,1645,"Leslie Alexander","$1.8 B",78,"United States","sports team","Sports",NA
"1646",1645,1645,"Igor Altushkin","$1.8 B",51,"Russia","metals","Metals & Mining",NA
"1647",1646,1645,"Roberto Angelini Rossi","$1.8 B",73,"Chile","forestry, mining","Diversified",NA
"1648",1647,1645,"Nigel Austin","$1.8 B",51,"Australia","retail","Fashion & Retail",NA
"1649",1648,1645,"Bang Jun-hyuk","$1.8 B",53,"South Korea","online gaming","Media & Entertainment",NA
"1650",1649,1645,"O. Francis Biondi","$1.8 B",57,"United States","hedge funds","Finance & Investments",NA
"1651",1650,1645,"Chang Byung-gyu","$1.8 B",48,"South Korea","online games","Technology",NA
"1652",1651,1645,"Chang Kuo-Ming","$1.8 B",64,"Taiwan","Transportation","Logistics",NA
"1653",1652,1645,"Chen Gang","$1.8 B",54,"China","solar energy","Energy",NA
"1654",1653,1645,"Liying Chen","$1.8 B",46,"China","package delivery","Logistics",NA
"1655",1654,1645,"Chen Xueli","$1.8 B",70,"China","pharmaceuticals","Healthcare",NA
"1656",1655,1645,"Chi Yufeng","$1.8 B",51,"China","software","Technology",NA
"1657",1656,1645,"Mark Coombs","$1.8 B",61,"United Kingdom","finance","Finance & Investments",NA
"1658",1657,1645,"Tench Coxe","$1.8 B",64,"United States","venture capital","Finance & Investments",NA
"1659",1658,1645,"John de Mol","$1.8 B",67,"Netherlands","TV programs","Media & Entertainment",NA
"1660",1659,1645,"Alfredo Egydio Arruda Villela Filho","$1.8 B",52,"Brazil","banking","Finance & Investments",NA
"1661",1660,1645,"Ibrahim Erdemoglu","$1.8 B",59,"Turkey","carpet","Manufacturing",NA
"1662",1661,1645,"Philip Fayer","$1.8 B",64,"Canada","online payments","Finance & Investments",NA
"1663",1662,1645,"Paul Foster","$1.8 B",64,"United States","oil refining","Energy",NA
"1664",1663,1645,"James France","$1.8 B",77,"United States","Nascar, racing","Sports",NA
"1665",1664,1645,"Yasuhiro Fukushima","$1.8 B",74,"Japan","video games","Media & Entertainment",NA
"1666",1665,1645,"Zhongru Gan","$1.8 B",73,"China","pharmaceuticals","Healthcare",NA
"1667",1666,1645,"Rahul Gautam","$1.8 B",69,"India","mattresses","Fashion & Retail",NA
"1668",1667,1645,"Ali Ghodsi","$1.8 B",43,"Sweden","data analytics","Technology",NA
"1669",1668,1645,"Giammaria Giuliani","$1.8 B",44,"Switzerland","pharmaceuticals","Healthcare",NA
"1670",1669,1645,"Christopher Goldsbury","$1.8 B",79,"United States","salsa","Food & Beverage",NA
"1671",1670,1645,"Alexandre Grendene Bartelle","$1.8 B",72,"Brazil","shoes","Fashion & Retail",NA
"1672",1671,1645,"Surjit Kumar Gupta","$1.8 B",80,"India","electrical equipment","Manufacturing",NA
"1673",1672,1645,"Brian Higgins","$1.8 B",57,"United States","hedge funds","Finance & Investments",NA
"1674",1673,1645,"David Hindawi","$1.8 B",77,"United States","software","Technology",NA
"1675",1674,1645,"Chengzhong Hu","$1.8 B",61,"China","manufacturing","Manufacturing",NA
"1676",1675,1645,"Huang Min","$1.8 B",48,"China","machinery","Manufacturing",NA
"1677",1676,1645,"Stanley Hubbard","$1.8 B",88,"United States","DirecTV","Media & Entertainment",NA
"1678",1677,1645,"Hui Lin Chit","$1.8 B",68,"China","hygiene products","Manufacturing",NA
"1679",1678,1645,"Hal Jackman","$1.8 B",89,"Canada","insurance, investments","Finance & Investments",NA
"1680",1679,1645,"Stephen Jarislowsky","$1.8 B",96,"Canada","money management","Finance & Investments",NA
"1681",1680,1645,"Mark & Robyn Jones","$1.8 B",64,"United States","insurance","Finance & Investments",NA
"1682",1681,1645,"George Joseph","$1.8 B",100,"United States","insurance","Finance & Investments",NA
"1683",1682,1645,"Kim Kardashian","$1.8 B",41,"United States","cosmetics, reality TV","Fashion & Retail",NA
"1684",1683,1645,"Dominika Kulczyk","$1.8 B",44,"Poland","diversified","Finance & Investments",NA
"1685",1684,1645,"Edward Lampert","$1.8 B",59,"United States","Sears","Finance & Investments",NA
"1686",1685,1645,"Marc Lasry","$1.8 B",61,"United States","hedge funds","Finance & Investments",NA
"1687",1686,1645,"Michiel Le Roux","$1.8 B",72,"South Africa","banking","Finance & Investments",NA
"1688",1687,1645,"Peter Leibinger","$1.8 B",55,"Germany","machine tools","Manufacturing",NA
"1689",1688,1645,"Regine Leibinger","$1.8 B",59,"Germany","machine tools","Manufacturing",NA
"1690",1689,1645,"Nicola Leibinger-Kammueller","$1.8 B",62,"Germany","manufacturing","Manufacturing",NA
"1691",1690,1645,"Wolfgang Leitner","$1.8 B",69,"Austria","engineering","Construction & Engineering",NA
"1692",1691,1645,"Liu Zhongtian & family","$1.8 B",58,"China","aluminum products","Manufacturing",NA
"1693",1692,1645,"Bill Malhotra","$1.8 B",72,"Canada","real estate","Real Estate",NA
"1694",1693,1645,"Charlwin Mao","$1.8 B",64,"China","e-commerce","Fashion & Retail",NA
"1695",1694,1645,"George Marcus","$1.8 B",80,"United States","real estate","Real Estate",NA
"1696",1695,1645,"Yves-Loic Martin","$1.8 B",56,"France","laboratory services","Healthcare",NA
"1697",1696,1645,"Gary Michelson","$1.8 B",73,"United States","medical patents","Healthcare",NA
"1698",1697,1645,"Robert G. Miller","$1.8 B",76,"Canada","electronics components","Technology",NA
"1699",1698,1645,"Fernando Roberto Moreira Salles","$1.8 B",75,"Brazil","banking, minerals","Diversified",NA
"1700",1699,1645,"Joao Moreira Salles","$1.8 B",60,"Brazil","banking, minerals","Diversified",NA
"1701",1700,1645,"Walther Moreira Salles Junior","$1.8 B",65,"Brazil","banking, minerals","Finance & Investments",NA
"1702",1701,1645,"Zugen Ni","$1.8 B",65,"China","appliances","Manufacturing",NA
"1703",1702,1645,"Liora Ofer","$1.8 B",68,"Israel","investments","Finance & Investments",NA
"1704",1703,1645,"Mrudula Parekh","$1.8 B",74,"India","adhesives","Manufacturing",NA
"1705",1704,1645,"David Paul","$1.8 B",55,"United States","medical devices","Healthcare",NA
"1706",1705,1645,"Pierre Karl Péladeau","$1.8 B",60,"Canada","media","Media & Entertainment",NA
"1707",1706,1645,"Miranda Qu","$1.8 B",37,"China","e-commerce","Fashion & Retail",NA
"1708",1707,1645,"Phillip T. (Terry) Ragon","$1.8 B",72,"United States","health IT","Technology",NA
"1709",1708,1645,"G. Rajendran","$1.8 B",79,"India","jewellery","Fashion & Retail",NA
"1710",1709,1645,"Krit Ratanarak","$1.8 B",75,"Thailand","media, real estate","Media & Entertainment",NA
"1711",1710,1645,"Jerry Reinsdorf","$1.8 B",86,"United States","sports teams","Sports",NA
"1712",1711,1645,"Mochtar Riady & family","$1.8 B",92,"Indonesia","diversified","Diversified",NA
"1713",1712,1645,"Rajju Shroff","$1.8 B",88,"India","agrochemicals","Manufacturing",NA
"1714",1713,1645,"Frank Slootman","$1.8 B",63,"United States","software","Technology",NA
"1715",1714,1645,"Henry Swieca","$1.8 B",64,"United States","hedge funds","Finance & Investments",NA
"1716",1715,1645,"Yuequn Tao","$1.8 B",62,"China","Contact Lens","Fashion & Retail",NA
"1717",1716,1645,"Robert Toennies","$1.8 B",43,"Germany","meat processing","Food & Beverage",NA
"1718",1717,1645,"Torbjorn Tornqvist","$1.8 B",68,"Sweden","oil trading","Energy",NA
"1719",1718,1645,"Zhenghua Wang","$1.8 B",77,"China","budget airline","Service",NA
"1720",1719,1645,"Charlotte Colket Weber","$1.8 B",79,"United States","Campbell Soup","Food & Beverage",NA
"1721",1720,1645,"Wu Lanlan & family","$1.8 B",48,"China","packaging","Manufacturing",NA
"1722",1721,1645,"Wu Yulan","$1.8 B",52,"China","pharmaceuticals","Healthcare",NA
"1723",1722,1645,"Elaine Wynn","$1.8 B",79,"United States","casinos, hotels","Gambling & Casinos",NA
"1724",1723,1645,"Xu Shijun & family","$1.8 B",59,"China","manufacturing","Manufacturing",NA
"1725",1724,1645,"Xu Xudong & family","$1.8 B",52,"China","auto parts","Automotive",NA
"1726",1725,1645,"Yang Xuegang","$1.8 B",57,"China","coking","Manufacturing",NA
"1727",1726,1645,"Zhang Chuanwei & family","$1.8 B",59,"China","machinery","Manufacturing",NA
"1728",1727,1645,"Xuexin Zhang & family","$1.8 B",74,"China","aluminum","Metals & Mining",NA
"1729",1728,1729,"Noubar Afeyan","$1.7 B",59,"United States","biotech","Healthcare",NA
"1730",1729,1729,"Farkhad Akhmedov","$1.7 B",66,"Russia","investments","Energy",NA
"1731",1730,1729,"Marc Andreessen","$1.7 B",50,"United States","venture capital investing","Finance & Investments",NA
"1732",1731,1729,"John Bicket","$1.7 B",42,"United States","sensor systems","Technology",NA
"1733",1732,1729,"Zadik Bino & family","$1.7 B",78,"Israel","banking, oil","Diversified",NA
"1734",1733,1729,"Alex Birkenstock","$1.7 B",53,"Germany","shoes","Fashion & Retail",NA
"1735",1734,1729,"Christian Birkenstock","$1.7 B",49,"Germany","shoes","Fashion & Retail",NA
"1736",1735,1729,"Sanjit Biswas","$1.7 B",40,"United States","sensor systems","Technology",NA
"1737",1736,1729,"David Booth","$1.7 B",76,"United States","mutual funds","Finance & Investments",NA
"1738",1737,1729,"Josef Boquoi & family","$1.7 B",88,"Germany","frozen foods","Food & Beverage",NA
"1739",1738,1729,"Saket Burman","$1.7 B",45,"United Kingdom","consumer goods","Food & Beverage",NA
"1740",1739,1729,"Mingtong Cai","$1.7 B",70,"China","electronic components","Technology",NA
"1741",1740,1729,"Chen Yung-tai","$1.7 B",86,"Taiwan","real estate","Real Estate",NA
"1742",1741,1729,"Manas Chiaravanond","$1.7 B",64,"Thailand","diversified","Diversified",NA
"1743",1742,1729,"Phongthep Chiaravanont","$1.7 B",70,"Thailand","diversified","Diversified",NA
"1744",1743,1729,"Ivan Chrenko","$1.7 B",54,"Slovakia","real estate","Real Estate",NA
"1745",1744,1729,"Sol Daurella","$1.7 B",56,"Spain","Coca-Cola bottler","Food & Beverage",NA
"1746",1745,1729,"Dulce Pugliese de Godoy Bueno","$1.7 B",74,"Brazil","hospitals, health care","Healthcare",NA
"1747",1746,1729,"Norbert Dentressangle","$1.7 B",67,"France","transport, logistics","Logistics",NA
"1748",1747,1729,"Oleg Deripaska","$1.7 B",54,"Russia","aluminum, utilities","Metals & Mining",NA
"1749",1748,1729,"Dong Jinggui","$1.7 B",52,"China","electric scooters","Automotive",NA
"1750",1749,1729,"Keith Dunleavy & family","$1.7 B",52,"United States","health IT","Healthcare",NA
"1751",1750,1729,"Donald Foss","$1.7 B",77,"United States","auto loans","Automotive",NA
"1752",1751,1729,"Rolf Gerling","$1.7 B",67,"Germany","insurance","Finance & Investments",NA
"1753",1752,1729,"G. Gnanalingam","$1.7 B",77,"Malaysia","ports","Logistics",NA
"1754",1753,1729,"He Zhaoxi","$1.7 B",48,"China","software","Technology",NA
"1755",1754,1729,"William Heinecke","$1.7 B",72,"Thailand","hotels","Real Estate",NA
"1756",1755,1729,"Huh Jae-myung","$1.7 B",50,"South Korea","electric components","Manufacturing",NA
"1757",1756,1729,"Tianjiang Jia & family","$1.7 B",59,"China","non-ferrous metals","Metals & Mining",NA
"1758",1757,1729,"Michael Jordan","$1.7 B",59,"United States","Charlotte Hornets, endorsements","Sports",NA
"1759",1758,1729,"Dmitry Kamenshchik","$1.7 B",53,"Russia","airport","Service",NA
"1760",1759,1729,"Kim Taek-jin","$1.7 B",55,"South Korea","online games","Media & Entertainment",NA
"1761",1760,1729,"Koo Kwang-mo","$1.7 B",44,"South Korea","LG","Diversified",NA
"1762",1761,1729,"Anthony Langley","$1.7 B",67,"United Kingdom","manufacturing","Diversified",NA
"1763",1762,1729,"Lee Joong-keun","$1.7 B",81,"South Korea","construction, real estate","Construction & Engineering",NA
"1764",1763,1729,"James Leininger","$1.7 B",77,"United States","medical products","Healthcare",NA
"1765",1764,1729,"Li Haiyan","$1.7 B",64,"China","restaurants","Food & Beverage",NA
"1766",1765,1729,"Li Jianli","$1.7 B",49,"China","lithium-ion battery cap","Manufacturing",NA
"1767",1766,1729,"Weiwei Li","$1.7 B",45,"China","online games","Technology",NA
"1768",1767,1729,"Li Zhigang","$1.7 B",45,"China","machinery","Manufacturing",NA
"1769",1768,1729,"Jimmy John Liautaud","$1.7 B",58,"United States","sandwich chain","Food & Beverage",NA
"1770",1769,1729,"Louise Lindh","$1.7 B",42,"Sweden","investments","Diversified",NA
"1771",1770,1729,"Lu Di","$1.7 B",64,"China","drones","Technology",NA
"1772",1771,1729,"Anand Mahindra","$1.7 B",66,"India","diversified","Diversified",NA
"1773",1772,1729,"Bruce Mathieson","$1.7 B",78,"Australia","hotels","Food & Beverage",NA
"1774",1773,1729,"Billy Joe (Red) McCombs","$1.7 B",94,"United States","real estate, oil, cars, sports","Diversified",NA
"1775",1774,1729,"Deepak Mehta","$1.7 B",65,"India","chemicals","Manufacturing",NA
"1776",1775,1729,"Mario Moretti Polegato & family","$1.7 B",69,"Italy","shoes","Fashion & Retail",NA
"1777",1776,1729,"Alberto Palatchi","$1.7 B",72,"Spain","wedding dresses","Fashion & Retail",NA
"1778",1777,1729,"Nelson Peltz","$1.7 B",79,"United States","investments","Finance & Investments",NA
"1779",1778,1729,"Jorge Perez","$1.7 B",72,"United States","real estate","Real Estate",NA
"1780",1779,1729,"Alberto Prada","$1.7 B",68,"Italy","luxury goods","Fashion & Retail",NA
"1781",1780,1729,"Marina Prada","$1.7 B",76,"Italy","luxury goods","Fashion & Retail",NA
"1782",1781,1729,"M.Satyanarayana Reddy","$1.7 B",64,"India","pharmaceuticals","Healthcare",NA
"1783",1782,1729,"Rihanna","$1.7 B",34,"Barbados","music, cosmetics","Fashion & Retail",NA
"1784",1783,1729,"Arkady Rotenberg","$1.7 B",70,"Russia","construction, pipes, banking","Construction & Engineering",NA
"1785",1784,1729,"Dieter Schnabel","$1.7 B",76,"Germany","chemicals","Manufacturing",NA
"1786",1785,1729,"Shang Xiaobo & family","$1.7 B",48,"China","Manufacturing","Manufacturing",NA
"1787",1786,1729,"Shao Qinxiang","$1.7 B",67,"China","diversified","Manufacturing",NA
"1788",1787,1729,"Renate Sick-Glaser","$1.7 B",64,"Germany","sensor technology","Technology",NA
"1789",1788,1729,"Basudeo Singh","$1.7 B",81,"India","pharmaceuticals","Healthcare",NA
"1790",1789,1729,"Edward Stack","$1.7 B",67,"United States","Dick's Sporting Goods","Fashion & Retail",NA
"1791",1790,1729,"Weijie Sun","$1.7 B",58,"China","oilfield equipment","Manufacturing",NA
"1792",1791,1729,"Vonnarat Tangkaravakoon","$1.7 B",50,"Thailand","wire & cables, paints","Manufacturing",NA
"1793",1792,1729,"Byron Trott","$1.7 B",63,"United States","investments","Finance & Investments",NA
"1794",1793,1729,"Jan Van Geet","$1.7 B",50,"Belgium","real estate developer","Real Estate",NA
"1795",1794,1729,"Radha Vembu","$1.7 B",49,"India","business software","Technology",NA
"1796",1795,1729,"Patrizio Vinciarelli","$1.7 B",75,"United States","electronic components","Technology",NA
"1797",1796,1729,"Mingwang Wang","$1.7 B",54,"China","electronics components","Manufacturing",NA
"1798",1797,1729,"Wang Yanqing & family","$1.7 B",75,"China","carbon fiber products","Manufacturing",NA
"1799",1798,1729,"Lars Wingefors","$1.7 B",45,"Sweden","video games","Media & Entertainment",NA
"1800",1799,1729,"Stephen Winn","$1.7 B",75,"United States","real estate services","Real Estate",NA
"1801",1800,1729,"Ian Wood & family","$1.7 B",79,"United Kingdom","energy services","Energy",NA
"1802",1801,1729,"Gordon Wu","$1.7 B",86,"Hong Kong","real estate","Real Estate",NA
"1803",1802,1729,"Wu Xiangdong","$1.7 B",53,"China","consumer","Food & Beverage",NA
"1804",1803,1729,"Yao Kuizhang","$1.7 B",57,"China","beverages","Food & Beverage",NA
"1805",1804,1729,"Vladimir Yevtushenkov","$1.7 B",73,"Russia","telecom, investments","Telecom",NA
"1806",1805,1729,"Dasheng Yi","$1.7 B",61,"China","conglomerate","Diversified",NA
"1807",1806,1729,"Yu Lili","$1.7 B",54,"China","electronic components","Manufacturing",NA
"1808",1807,1729,"Alan Zekelman","$1.7 B",59,"Canada","steel","Manufacturing",NA
"1809",1808,1729,"Kaitian Zeng","$1.7 B",47,"China","online games","Technology",NA
"1810",1809,1729,"Zhang Jingzhang & family","$1.7 B",86,"China","precision machinery","Manufacturing",NA
"1811",1810,1729,"Zhang Yubai","$1.7 B",57,"China","wine","Food & Beverage",NA
"1812",1811,1729,"Zheng Hong & family","$1.7 B",71,"China","electronics","Technology",NA
"1813",1812,1729,"Zhong Peifeng","$1.7 B",59,"United States","semiconductor","Telecom",NA
"1814",1813,1729,"Zhou Zongwen & family","$1.7 B",65,"China","jewelry","Fashion & Retail",NA
"1815",1814,1729,"Zhu Yiming","$1.7 B",49,"China","semiconductors","Technology",NA
"1816",1815,1729,"Zhaojiang Zhu","$1.7 B",48,"China","Smartphones","Manufacturing",NA
"1817",1816,1729,"Anita Zucker","$1.7 B",70,"United States","chemicals","Manufacturing",NA
"1818",1817,1818,"Herbert Allen, Jr. & family","$1.6 B",82,"United States","investment banking","Finance & Investments",NA
"1819",1818,1818,"Vasily Anisimov","$1.6 B",70,"Russia","real estate","Metals & Mining",NA
"1820",1819,1818,"Mori Arkin","$1.6 B",69,"Israel","pharmaceuticals","Healthcare",NA
"1821",1820,1818,"Semahat Sevim Arsel","$1.6 B",93,"Turkey","diversified","Diversified",NA
"1822",1821,1818,"Clifford Asness","$1.6 B",55,"United States","money management","Finance & Investments",NA
